Date,B1,B2,B3,B4,B5,S1
5/9/2009,20,22,28,30,45,3
5/11/2009,9,15,27,34,48,6
5/13/2009,12,36,38,39,49,10
5/16/2009,1,2,7,26,44,9
5/18/2009,26,28,34,35,49,4
5/20/2009,3,15,23,28,35,10
5/23/2009,3,13,25,33,38,3
5/25/2009,3,6,25,40,46,4
5/27/2009,3,5,7,23,48,7
5/30/2009,10,14,25,30,34,9
6/1/2009,18,24,26,35,47,1
6/3/2009,14,21,26,32,46,6
6/6/2009,13,15,32,33,46,10
6/8/2009,22,25,29,31,41,5
6/10/2009,27,42,45,48,49,7
6/13/2009,16,24,28,39,46,4
6/15/2009,11,21,40,41,49,4
6/17/2009,3,8,27,37,41,2
6/20/2009,21,26,27,33,49,7
6/22/2009,17,28,36,41,42,4
6/24/2009,4,16,17,21,22,1
6/27/2009,3,4,6,13,41,8
6/29/2009,9,10,28,35,43,8
7/1/2009,5,13,28,29,34,4
7/4/2009,4,8,27,39,43,3
7/6/2009,12,31,32,44,45,2
7/8/2009,4,5,6,10,16,3
7/11/2009,5,14,17,35,42,1
7/13/2009,2,18,20,26,34,1
7/15/2009,1,4,14,23,25,10
7/18/2009,9,14,26,34,44,9
7/20/2009,5,23,27,34,44,1
7/22/2009,17,24,28,35,45,6
7/25/2009,3,14,27,33,40,9
7/27/2009,7,13,18,47,48,4
7/29/2009,3,14,16,25,35,3
8/1/2009,10,18,22,44,45,6
8/3/2009,9,18,26,38,49,8
8/5/2009,10,20,29,40,43,7
8/8/2009,2,16,20,38,41,9
8/10/2009,2,5,22,24,31,6
8/12/2009,6,17,33,34,39,5
8/15/2009,1,24,27,32,41,9
8/17/2009,2,9,14,17,25,9
8/19/2009,7,28,33,35,42,10
8/22/2009,8,21,27,29,31,10
8/24/2009,11,18,22,28,33,2
8/26/2009,7,14,31,38,44,1
8/29/2009,7,19,23,27,34,7
8/31/2009,1,5,13,16,20,2
9/2/2009,5,6,12,15,17,1
9/5/2009,1,17,20,37,44,8
9/7/2009,4,8,21,31,39,2
9/9/2009,1,7,12,22,23,4
9/12/2009,4,7,11,29,41,4
9/14/2009,9,18,22,32,43,1
9/16/2009,7,21,25,30,40,1
9/19/2009,12,19,27,33,38,7
9/21/2009,3,4,7,38,46,2
9/23/2009,4,5,24,42,47,6
9/26/2009,2,21,25,37,43,9
9/28/2009,3,16,20,30,44,4
9/30/2009,2,5,33,35,40,4
10/3/2009,7,9,15,47,49,7
10/5/2009,11,12,20,21,32,4
10/7/2009,1,4,12,21,46,8
10/10/2009,1,3,16,23,38,3
10/12/2009,7,28,38,43,48,5
10/14/2009,6,24,35,36,42,2
10/17/2009,8,12,16,20,49,5
10/19/2009,3,4,6,11,31,1
10/21/2009,1,10,15,26,49,7
10/24/2009,15,27,28,38,39,10
10/26/2009,1,3,42,47,49,7
10/28/2009,7,8,11,30,37,3
10/31/2009,23,27,30,36,39,2
11/2/2009,9,17,23,34,40,9
11/4/2009,18,19,22,23,33,1
11/7/2009,1,3,13,18,41,1
11/9/2009,1,2,3,29,48,9
11/11/2009,7,17,22,41,47,6
11/14/2009,16,24,28,39,47,9
11/16/2009,19,20,27,32,36,7
11/18/2009,1,19,20,22,24,6
11/21/2009,12,20,33,40,46,6
11/23/2009,3,12,13,30,37,8
11/25/2009,11,14,15,33,39,6
11/28/2009,15,35,37,39,41,4
11/30/2009,7,12,23,27,43,6
12/2/2009,10,20,21,28,47,6
12/5/2009,7,16,22,28,39,7
12/7/2009,19,20,33,42,43,5
12/9/2009,1,11,22,23,31,1
12/12/2009,4,13,18,30,39,1
12/14/2009,8,13,26,38,46,2
12/16/2009,15,23,30,39,49,5
12/19/2009,6,9,15,16,40,6
12/21/2009,3,27,28,38,42,9
12/23/2009,15,17,18,24,44,6
12/26/2009,6,7,16,25,41,5
12/28/2009,12,15,23,27,46,6
12/30/2009,2,5,15,21,39,10
1/2/2010,5,17,23,43,49,4
1/4/2010,18,21,32,33,41,9
1/6/2010,19,31,38,44,49,3
1/9/2010,4,14,23,35,46,7
1/11/2010,6,20,24,31,36,4
1/13/2010,4,7,14,31,37,8
1/16/2010,3,21,32,33,38,10
1/18/2010,7,8,22,28,38,10
1/20/2010,13,28,37,45,48,9
1/23/2010,2,13,24,39,48,1
1/25/2010,6,8,31,36,45,9
1/27/2010,5,10,15,43,45,9
1/30/2010,18,21,26,44,47,3
2/1/2010,1,18,29,39,40,2
2/3/2010,7,13,30,44,48,7
2/6/2010,5,16,18,34,37,5
2/8/2010,7,13,24,36,42,4
2/10/2010,6,11,12,19,45,10
2/13/2010,1,3,7,14,38,5
2/15/2010,8,15,24,39,48,8
2/17/2010,22,23,26,29,40,5
2/20/2010,23,34,36,39,49,8
2/22/2010,11,18,24,41,48,2
2/24/2010,1,2,27,31,45,8
2/27/2010,2,10,13,35,40,1
3/1/2010,8,11,19,48,49,7
3/3/2010,2,17,23,25,37,7
3/6/2010,5,9,18,26,36,9
3/8/2010,10,11,23,43,49,10
3/10/2010,1,13,36,44,48,2
3/13/2010,6,8,16,32,37,7
3/15/2010,1,4,15,18,38,6
3/17/2010,1,9,18,24,46,7
3/20/2010,2,15,28,36,49,3
3/22/2010,25,29,34,44,47,9
3/24/2010,8,9,28,35,42,6
3/27/2010,9,21,42,43,46,6
3/29/2010,2,34,41,44,46,2
3/31/2010,21,28,39,46,49,1
4/3/2010,20,35,39,42,48,2
4/5/2010,17,18,21,36,47,6
4/7/2010,2,11,28,33,43,1
4/10/2010,13,22,33,36,49,4
4/12/2010,4,11,31,36,46,10
4/14/2010,2,9,12,21,29,7
4/17/2010,9,16,24,32,42,3
4/19/2010,2,17,22,38,44,8
4/21/2010,1,9,24,26,35,4
4/24/2010,3,17,27,34,41,4
4/26/2010,4,7,24,29,46,10
4/28/2010,9,25,34,38,49,1
5/1/2010,3,6,28,39,42,5
5/3/2010,8,11,12,26,48,6
5/5/2010,4,10,18,27,30,1
5/8/2010,1,16,29,31,39,2
5/10/2010,4,10,33,35,41,5
5/12/2010,14,22,23,27,28,4
5/15/2010,9,27,31,32,44,8
5/17/2010,9,26,27,29,36,5
5/19/2010,12,17,24,30,38,7
5/22/2010,2,17,40,46,48,10
5/24/2010,3,8,12,29,35,1
5/26/2010,3,6,22,35,47,1
5/29/2010,21,26,33,46,49,1
5/31/2010,5,32,33,46,49,1
6/2/2010,11,14,17,23,43,10
6/5/2010,22,31,37,43,45,5
6/7/2010,26,28,29,42,48,1
6/9/2010,14,20,24,44,48,10
6/12/2010,15,24,30,43,48,7
6/14/2010,15,23,45,48,49,2
6/16/2010,3,9,15,40,48,10
6/19/2010,19,21,23,36,49,4
6/21/2010,24,35,37,45,48,2
6/23/2010,1,16,27,35,41,1
6/26/2010,7,11,16,37,47,10
6/28/2010,12,19,41,42,49,8
6/30/2010,14,17,18,28,44,2
7/3/2010,2,10,28,33,46,8
7/5/2010,22,31,33,39,43,10
7/7/2010,20,26,31,47,49,10
7/10/2010,12,27,30,32,42,7
7/12/2010,11,15,24,38,47,6
7/14/2010,5,11,26,30,48,1
7/17/2010,20,22,28,32,47,6
7/19/2010,10,16,24,27,47,5
7/21/2010,3,9,21,43,45,1
7/24/2010,7,16,18,33,43,5
7/26/2010,4,23,37,42,43,7
7/28/2010,7,10,25,37,47,10
7/31/2010,2,8,25,28,44,4
8/2/2010,16,32,37,38,44,3
8/4/2010,8,9,22,32,46,8
8/7/2010,5,6,27,43,46,7
8/9/2010,7,8,15,18,25,6
8/11/2010,5,7,8,22,26,2
8/14/2010,9,11,21,27,49,5
8/16/2010,13,22,28,31,40,9
8/18/2010,23,27,43,46,49,6
8/21/2010,8,14,29,44,48,7
8/23/2010,9,16,28,41,49,5
8/25/2010,19,23,36,39,49,3
8/28/2010,13,16,18,19,20,2
8/30/2010,3,16,22,28,49,4
9/1/2010,16,20,21,33,39,2
9/4/2010,9,11,15,42,49,3
9/6/2010,17,19,22,29,43,8
9/8/2010,13,21,24,44,47,3
9/11/2010,7,13,36,41,45,5
9/13/2010,8,25,33,39,43,8
9/15/2010,1,8,30,38,40,6
9/18/2010,1,7,11,33,43,1
9/20/2010,1,17,25,37,45,9
9/22/2010,2,14,17,37,38,1
9/25/2010,5,12,21,29,42,2
9/27/2010,1,15,22,23,46,9
9/29/2010,25,26,32,33,41,3
10/2/2010,7,13,16,35,41,1
10/4/2010,7,9,29,31,46,8
10/6/2010,6,25,33,37,43,1
10/9/2010,2,17,23,26,43,3
10/11/2010,1,4,9,20,35,8
10/13/2010,9,22,25,33,44,3
10/16/2010,1,13,22,37,46,9
10/18/2010,1,26,29,31,38,5
10/20/2010,11,13,18,24,33,7
10/23/2010,9,14,16,47,49,7
10/25/2010,4,10,36,40,41,10
10/27/2010,3,13,15,32,46,5
10/30/2010,4,14,22,35,38,5
11/1/2010,1,15,17,24,28,10
11/3/2010,6,15,33,46,49,1
11/6/2010,7,19,24,35,42,3
11/8/2010,6,9,14,35,47,9
11/10/2010,16,20,39,47,48,4
11/13/2010,5,17,25,29,38,2
11/15/2010,14,17,20,33,47,1
11/17/2010,4,9,30,38,46,10
11/20/2010,1,11,12,27,29,2
11/22/2010,4,17,21,23,26,2
11/24/2010,14,20,22,32,47,5
11/27/2010,9,10,15,43,44,5
11/29/2010,15,16,23,30,41,8
12/1/2010,14,31,32,34,46,3
12/4/2010,7,12,15,24,33,6
12/6/2010,13,25,30,33,36,9
12/8/2010,4,15,19,24,44,1
12/11/2010,3,9,11,28,38,1
12/13/2010,6,9,14,40,49,3
12/15/2010,4,6,16,28,37,8
12/18/2010,11,22,35,40,41,7
12/20/2010,6,9,13,23,32,4
12/22/2010,1,8,18,29,36,9
12/25/2010,7,10,16,29,30,5
12/27/2010,13,30,39,42,44,9
12/29/2010,11,15,29,46,47,3
1/1/2011,11,34,43,46,49,3
1/3/2011,10,18,30,34,37,2
1/5/2011,4,5,27,32,47,5
1/8/2011,12,30,31,34,47,10
1/10/2011,11,33,35,37,40,4
1/12/2011,17,28,30,40,41,7
1/15/2011,6,26,29,36,43,8
1/17/2011,21,24,36,48,49,5
1/19/2011,1,4,12,13,36,4
1/22/2011,6,8,13,27,31,7
1/24/2011,3,6,9,39,48,4
1/26/2011,6,17,23,45,48,1
1/29/2011,12,14,31,33,44,8
1/31/2011,3,10,13,20,43,5
2/2/2011,6,22,23,27,44,3
2/5/2011,1,6,22,31,37,7
2/7/2011,6,8,25,35,49,1
2/9/2011,15,27,31,41,43,7
2/12/2011,2,4,13,38,45,2
2/14/2011,9,31,35,40,48,1
2/16/2011,8,32,33,35,44,9
2/19/2011,1,2,25,32,49,6
2/21/2011,9,20,21,36,46,6
2/23/2011,2,5,21,28,33,10
2/26/2011,10,24,26,35,48,1
2/28/2011,17,20,31,40,49,6
3/2/2011,2,3,20,22,40,7
3/5/2011,11,27,31,44,45,2
3/7/2011,7,9,17,23,38,5
3/9/2011,3,9,15,29,43,8
3/12/2011,15,16,22,33,34,9
3/14/2011,27,32,34,36,38,7
3/16/2011,7,14,20,23,32,4
3/19/2011,1,10,11,23,26,8
3/21/2011,3,23,28,31,40,1
3/23/2011,4,10,13,21,24,5
3/26/2011,4,17,26,30,34,9
3/28/2011,10,15,16,43,46,1
3/30/2011,15,23,27,29,43,10
4/2/2011,5,7,24,35,46,3
4/4/2011,10,12,13,23,37,7
4/6/2011,1,12,19,32,44,3
4/9/2011,6,20,22,31,41,8
4/11/2011,3,13,22,32,47,6
4/13/2011,6,23,33,38,43,1
4/16/2011,6,17,24,35,47,8
4/18/2011,6,7,10,21,22,5
4/20/2011,15,17,18,33,41,9
4/23/2011,8,21,28,32,40,9
4/25/2011,2,10,18,21,34,2
4/27/2011,5,14,23,26,28,6
4/30/2011,2,8,9,42,49,3
5/2/2011,1,4,23,25,40,2
5/4/2011,7,11,13,29,44,2
5/7/2011,3,28,37,38,42,8
5/9/2011,3,13,22,26,48,7
5/11/2011,14,26,28,38,45,5
5/14/2011,3,31,35,38,42,8
5/16/2011,9,11,41,43,46,8
5/18/2011,16,17,23,27,47,1
5/21/2011,5,14,15,27,35,10
5/23/2011,15,19,29,33,38,3
5/25/2011,14,27,34,38,45,3
5/28/2011,1,2,3,5,43,9
5/30/2011,14,20,21,22,47,9
6/1/2011,25,26,30,32,45,5
6/4/2011,3,4,15,27,35,2
6/6/2011,10,13,22,30,45,1
6/8/2011,11,16,20,24,40,5
6/11/2011,5,32,37,39,44,5
6/13/2011,3,17,18,22,28,6
6/15/2011,9,36,37,41,47,8
6/18/2011,9,12,33,43,46,10
6/20/2011,2,8,23,27,36,9
6/22/2011,21,22,26,28,33,5
6/25/2011,6,10,17,39,43,3
6/27/2011,5,12,14,20,43,3
6/29/2011,1,11,18,37,38,4
7/2/2011,1,7,11,26,49,5
7/4/2011,14,25,31,37,46,4
7/6/2011,3,9,10,24,33,6
7/9/2011,4,15,31,44,45,6
7/11/2011,7,23,43,47,48,9
7/13/2011,4,12,16,41,46,6
7/16/2011,18,27,35,37,42,3
7/18/2011,5,19,26,38,47,7
7/20/2011,6,18,23,26,45,6
7/23/2011,13,18,32,43,46,5
7/25/2011,3,11,22,38,41,7
7/27/2011,4,5,6,7,11,10
7/30/2011,8,12,20,41,46,1
8/1/2011,10,25,32,37,43,3
8/3/2011,4,5,17,19,20,10
8/6/2011,4,13,15,17,39,4
8/8/2011,1,12,18,26,30,9
8/10/2011,4,27,28,29,38,2
8/13/2011,3,4,5,13,41,9
8/15/2011,1,3,4,8,23,8
8/17/2011,3,8,29,45,49,9
8/20/2011,21,22,31,40,49,4
8/22/2011,17,36,38,40,44,1
8/24/2011,3,4,17,36,47,4
8/27/2011,13,19,21,27,45,2
8/29/2011,3,10,12,30,46,2
8/31/2011,5,7,9,39,42,3
9/3/2011,7,13,41,42,47,5
9/5/2011,7,10,17,22,23,5
9/7/2011,3,12,13,40,41,7
9/10/2011,1,10,15,24,28,5
9/12/2011,13,18,30,32,45,2
9/14/2011,5,11,14,16,42,3
9/17/2011,1,2,15,23,40,4
9/19/2011,1,13,27,35,48,7
9/21/2011,16,19,20,40,46,4
9/24/2011,4,33,36,40,41,6
9/26/2011,4,11,33,44,49,9
9/28/2011,3,8,16,36,42,3
10/1/2011,14,15,25,32,38,3
10/3/2011,4,12,27,28,40,1
10/5/2011,2,7,20,27,42,5
10/8/2011,21,22,30,31,44,7
10/10/2011,3,15,16,45,47,7
10/12/2011,9,12,20,25,30,5
10/15/2011,5,13,27,37,39,3
10/17/2011,4,13,14,18,48,10
10/19/2011,3,23,35,38,44,8
10/22/2011,6,29,32,44,45,7
10/24/2011,5,15,17,18,31,7
10/26/2011,2,3,6,20,35,1
10/29/2011,12,17,38,42,46,8
10/31/2011,13,21,24,37,47,7
11/2/2011,2,35,38,42,44,9
11/5/2011,2,13,20,32,38,10
11/7/2011,2,11,18,30,47,5
11/9/2011,8,12,17,23,37,2
11/12/2011,12,13,33,44,48,7
11/14/2011,3,18,22,25,43,7
11/16/2011,12,17,27,37,41,10
11/19/2011,22,33,34,37,45,5
11/21/2011,18,31,33,46,49,1
11/23/2011,6,10,16,21,39,5
11/26/2011,3,16,31,39,47,1
11/28/2011,1,2,11,15,24,9
11/30/2011,2,4,29,42,49,2
12/3/2011,6,26,31,34,49,1
12/5/2011,30,36,38,43,47,5
12/7/2011,8,31,32,35,48,1
12/10/2011,14,26,28,30,43,8
12/12/2011,1,16,25,29,48,1
12/14/2011,14,21,33,42,48,1
12/17/2011,9,34,37,38,41,5
12/19/2011,13,23,26,35,42,5
12/21/2011,27,33,37,42,45,2
12/24/2011,7,10,11,12,28,8
12/26/2011,23,28,36,42,43,4
12/28/2011,16,31,36,39,41,5
12/31/2011,2,17,28,32,35,2
1/2/2012,3,16,24,30,36,9
1/4/2012,2,10,23,34,43,5
1/7/2012,1,6,8,10,12,8
1/9/2012,15,25,26,32,34,4
1/11/2012,7,9,23,36,44,7
1/14/2012,1,19,29,38,49,8
1/16/2012,29,36,38,39,47,8
1/18/2012,9,13,21,33,42,4
1/21/2012,1,17,23,31,36,4
1/23/2012,20,25,39,44,48,6
1/25/2012,2,8,23,30,48,5
1/28/2012,12,15,18,23,47,6
1/30/2012,1,22,32,35,40,8
2/1/2012,2,5,16,43,49,7
2/4/2012,9,10,17,32,38,3
2/6/2012,13,15,24,29,49,3
2/8/2012,12,15,19,27,37,3
2/11/2012,11,12,32,36,46,6
2/13/2012,9,22,23,24,36,5
2/15/2012,10,11,22,31,36,1
2/18/2012,5,17,47,48,49,6
2/20/2012,3,9,31,34,35,5
2/22/2012,11,31,33,39,43,10
2/25/2012,4,7,8,19,27,1
2/27/2012,8,23,33,41,45,1
2/29/2012,11,14,17,27,35,4
3/3/2012,2,3,24,27,39,8
3/5/2012,17,28,30,31,34,3
3/7/2012,6,16,22,31,39,7
3/10/2012,2,4,37,40,44,5
3/12/2012,14,16,25,46,48,10
3/14/2012,7,13,31,36,43,9
3/17/2012,13,14,23,32,49,1
3/19/2012,4,10,11,15,28,4
3/21/2012,8,14,37,43,48,5
3/24/2012,8,11,13,18,48,8
3/26/2012,13,14,29,36,49,6
3/28/2012,4,15,17,20,45,9
3/31/2012,1,2,16,25,26,9
4/2/2012,3,19,23,33,39,2
4/4/2012,11,27,36,38,40,8
4/7/2012,19,42,45,46,47,8
4/9/2012,2,14,26,31,33,10
4/11/2012,15,19,27,29,49,1
4/14/2012,1,3,22,40,45,1
4/16/2012,1,2,13,16,21,2
4/18/2012,3,5,20,24,34,3
4/21/2012,3,18,31,41,48,10
4/23/2012,9,24,33,34,45,6
4/25/2012,15,20,29,30,44,7
4/28/2012,2,10,22,37,48,4
4/30/2012,4,18,22,32,39,4
5/2/2012,3,26,29,35,38,1
5/5/2012,8,10,11,21,37,9
5/7/2012,12,13,21,26,46,10
5/9/2012,18,26,32,36,41,4
5/12/2012,6,19,20,22,34,5
5/14/2012,3,11,22,26,43,6
5/16/2012,15,21,22,31,49,1
5/19/2012,11,23,24,42,48,2
5/21/2012,7,19,23,37,45,10
5/23/2012,1,3,19,35,49,9
5/26/2012,27,29,40,41,47,7
5/28/2012,15,30,38,41,42,3
5/30/2012,5,9,13,17,30,3
6/2/2012,9,22,26,34,39,1
6/4/2012,35,38,40,42,43,4
6/6/2012,12,13,21,23,24,6
6/9/2012,13,14,18,20,25,6
6/11/2012,4,6,16,20,29,1
6/13/2012,3,8,20,33,48,10
6/16/2012,1,14,27,31,39,6
6/18/2012,5,7,16,37,38,3
6/20/2012,15,33,36,41,47,5
6/23/2012,6,12,27,41,47,3
6/25/2012,10,11,13,27,40,7
6/27/2012,1,5,11,22,41,7
6/30/2012,1,12,13,42,45,4
7/2/2012,2,6,7,15,46,5
7/4/2012,13,17,37,39,40,6
7/7/2012,1,5,17,30,44,1
7/9/2012,15,26,38,41,45,3
7/11/2012,20,21,23,30,36,9
7/14/2012,5,22,40,41,44,6
7/16/2012,3,6,19,32,37,2
7/18/2012,4,25,26,28,32,5
7/21/2012,1,3,22,40,44,3
7/23/2012,23,28,31,38,40,3
7/25/2012,14,16,17,32,36,6
7/28/2012,4,6,7,29,39,3
7/30/2012,4,6,13,35,38,3
8/1/2012,11,17,30,33,45,6
8/4/2012,25,26,29,34,49,6
8/6/2012,7,10,12,34,47,7
8/8/2012,1,11,32,35,42,4
8/11/2012,1,7,10,44,45,9
8/13/2012,4,12,16,25,49,4
8/15/2012,2,13,15,19,24,5
8/18/2012,2,12,25,26,42,7
8/20/2012,11,26,27,33,45,2
8/22/2012,13,14,18,22,33,7
8/25/2012,2,9,10,13,29,9
8/27/2012,7,8,18,32,40,5
8/29/2012,8,11,20,26,29,9
9/1/2012,5,13,22,25,28,10
9/3/2012,18,22,27,34,37,3
9/5/2012,1,8,10,26,37,4
9/8/2012,9,15,22,34,43,4
9/10/2012,3,19,25,28,43,9
9/12/2012,1,12,32,38,49,8
9/15/2012,15,17,21,37,43,2
9/17/2012,7,14,16,17,25,7
9/19/2012,5,27,34,41,49,7
9/22/2012,17,23,25,37,44,9
9/24/2012,1,18,21,40,41,6
9/26/2012,12,29,38,42,46,9
9/29/2012,7,10,18,21,47,1
10/1/2012,2,29,34,40,41,6
10/3/2012,16,24,25,26,44,1
10/6/2012,1,27,30,39,47,4
10/8/2012,13,24,27,32,39,2
10/10/2012,3,16,19,35,37,3
10/13/2012,1,16,35,41,49,4
10/15/2012,7,11,23,39,44,8
10/17/2012,10,13,19,20,32,2
10/20/2012,11,14,24,34,41,5
10/22/2012,14,24,25,28,41,5
10/24/2012,5,17,24,30,40,7
10/27/2012,2,10,29,41,47,1
10/29/2012,13,16,19,38,46,7
10/31/2012,5,16,23,29,41,1
11/3/2012,9,11,15,22,36,8
11/5/2012,9,14,27,33,37,7
11/7/2012,2,16,21,34,40,7
11/10/2012,3,17,19,43,46,5
11/12/2012,6,20,25,45,48,7
11/14/2012,21,29,39,40,46,8
11/17/2012,6,8,27,33,37,7
11/19/2012,1,3,6,16,41,1
11/21/2012,4,6,10,43,46,10
11/24/2012,5,18,19,21,28,2
11/26/2012,9,15,35,44,48,6
11/28/2012,4,11,16,28,34,1
12/1/2012,12,19,25,44,45,10
12/3/2012,6,11,16,25,39,6
12/5/2012,24,27,28,36,45,8
12/8/2012,22,24,28,45,47,2
12/10/2012,4,16,20,36,47,8
12/12/2012,19,20,32,36,37,4
12/15/2012,11,24,26,33,41,9
12/17/2012,16,27,29,32,39,5
12/19/2012,5,10,19,25,49,8
12/22/2012,1,2,24,34,47,1
12/24/2012,5,7,12,32,47,6
12/26/2012,2,3,5,17,31,9
12/29/2012,7,11,23,37,45,4
12/31/2012,4,21,36,44,47,3
1/2/2013,21,22,31,33,37,4
1/5/2013,6,30,45,46,47,6
1/7/2013,15,31,32,45,48,5
1/9/2013,22,26,29,30,33,9
1/12/2013,6,13,37,40,48,7
1/14/2013,7,10,30,35,37,6
1/16/2013,6,16,24,27,46,5
1/19/2013,9,22,23,42,45,8
1/21/2013,7,22,32,35,38,6
1/23/2013,9,11,19,36,49,6
1/26/2013,2,18,23,34,39,6
1/28/2013,20,28,29,38,40,9
1/30/2013,11,31,40,41,48,5
2/2/2013,6,7,33,34,45,3
2/4/2013,6,18,30,33,34,2
2/6/2013,3,7,25,33,40,1
2/9/2013,2,4,5,23,47,7
2/11/2013,1,25,36,42,45,7
2/13/2013,14,19,39,46,48,2
2/16/2013,4,19,26,27,34,6
2/18/2013,2,5,13,19,41,5
2/20/2013,6,7,8,27,42,1
2/23/2013,30,36,42,45,47,5
2/25/2013,14,17,18,43,46,2
2/27/2013,6,21,25,34,40,7
3/2/2013,5,18,22,30,38,2
3/4/2013,1,9,30,45,47,10
3/6/2013,26,28,36,42,44,4
3/9/2013,4,11,22,40,49,5
3/11/2013,7,8,16,44,49,6
3/13/2013,12,13,34,40,41,7
3/16/2013,5,16,33,38,46,5
3/18/2013,10,18,20,24,32,9
3/20/2013,1,5,12,37,49,7
3/23/2013,9,11,17,24,41,6
3/25/2013,10,14,25,29,41,4
3/27/2013,21,24,33,47,49,3
3/30/2013,9,10,26,30,34,2
4/1/2013,10,16,27,43,47,2
4/3/2013,18,36,37,42,45,8
4/6/2013,1,15,29,33,42,7
4/8/2013,6,8,19,37,38,2
4/10/2013,3,9,18,28,45,5
4/13/2013,22,23,33,41,43,4
4/15/2013,20,21,26,45,46,3
4/17/2013,12,16,29,32,38,8
4/20/2013,3,9,24,28,42,9
4/22/2013,11,14,16,22,37,1
4/24/2013,1,5,6,13,48,9
4/27/2013,9,17,19,26,39,10
4/29/2013,11,12,21,27,39,9
5/1/2013,4,7,31,32,41,9
5/4/2013,6,13,15,40,45,4
5/6/2013,13,15,23,24,48,7
5/8/2013,5,13,15,25,43,10
5/11/2013,3,16,26,45,49,9
5/13/2013,15,23,29,40,49,5
5/15/2013,8,11,13,27,32,4
5/18/2013,4,5,7,17,20,3
5/20/2013,9,23,25,27,47,3
5/22/2013,2,3,13,17,34,9
5/25/2013,7,13,36,40,42,2
5/27/2013,9,13,15,28,37,2
5/29/2013,23,34,41,45,48,7
6/1/2013,6,7,8,21,30,3
6/3/2013,4,14,25,34,38,9
6/5/2013,4,23,25,27,41,1
6/8/2013,17,19,29,32,33,2
6/10/2013,3,13,15,32,35,1
6/12/2013,3,20,40,44,46,4
